CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,SEHHP,CAND_IND_1,CAND_IND_2,C_PT_MOR,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS,TIEMPO_PROCESAMIENTO_VERIFICACION,TIEMPO_PROCESAMIENTO_VERIFICACION_MINUTOS
'210009C0100,'210009C01004,'21,PUEBLA,'001,ACAJETE,'0009,'01,C,'00,2,4,sin_dato,703,sin_dato,sin_dato,,,16,26,78,63,,53,18,38,,,,,7,3,sin_dato,302.0,703.0,723.0, - ,1,F,ad297d975d4506d7e56c903ada5e51ca186b4fec2bb8df254e90d2dbabd1f502,2024-05-12 18:24:35,2024-05-12 18:25:09,2024-05-12 18:25:48,CATD,ESCANER,ACTA PREP,0 days 00:00:34,0.57,0 days 00:01:13,1.22
'210009C0200,'210009C02004,'21,PUEBLA,'001,ACAJETE,'0009,'02,C,'00,2,4,sin_dato,702,sin_dato,sin_dato,,,99,23,8,14,,47,38,63,,,,,8,2,sin_dato,302.0,702.0,722.0, - ,1,F,a2b487256c1d82ee6b309280b8847361a61da1977ba2c0be2f2ab86de45a76fb,2024-05-12 18:25:16,2024-05-12 18:26:15,2024-05-12 18:27:42,CATD,ESCANER,ACTA PREP,0 days 00:00:59,0.98,0 days 00:02:26,2.43
'210009C0300,'210009C03004,'21,PUEBLA,'001,ACAJETE,'0009,'03,C,'00,2,4,sin_dato,702,sin_dato,sin_dato,,,102,32,62,83,,17,66,97,,,,,10,3,sin_dato,472.0,702.0,722.0, - ,1,F,2e2bc05f6f59d195230bf04840484696e939f932882323c48a2303b7f284b347,2024-05-12 18:25:58,2024-05-12 18:27:15,2024-05-12 18:29:00,CATD,ESCANER,ACTA PREP,0 days 00:01:17,1.28,0 days 00:03:02,3.03
'210010B0100,'210010B01004,'21,PUEBLA,'001,ACAJETE,'0010,'01,B,'00,1,4,sin_dato,666,sin_dato,sin_dato,,,24,86,38,83,,9,76,74,,,,,6,5,sin_dato,401.0,666.0,686.0, - ,1,F,66ac92cc75fb87bc6628fbda410c1f9cb7800c2d982feb54a70bd32b06ee3a44,2024-05-12 18:26:50,2024-05-12 18:28:02,2024-05-12 18:30:07,CATD,ESCANER,ACTA PREP,0 days 00:01:12,1.2,0 days 00:03:17,3.28
'210010C0100,'210010C01004,'21,PUEBLA,'001,ACAJETE,'0010,'01,C,'00,1,4,sin_dato,666,sin_dato,sin_dato,,,81,28,66,8,,67,87,40,,,,,8,1,sin_dato,386.0,666.0,686.0, - ,1,F,54359f8d41f53f977405be2840a9e2c3992dd0db22e43b7b04e23f3ae2756027,2024-05-12 18:29:05,2024-05-12 18:30:45,2024-05-12 18:32:09,CATD,ESCANER,ACTA PREP,0 days 00:01:40,1.67,0 days 00:03:04,3.07
'210010C0200,'210010C02004,'21,PUEBLA,'001,ACAJETE,'0010,'02,C,'00,1,4,sin_dato,666,sin_dato,sin_dato,,,93,21,13,84,,58,55,28,,,,,6,2,sin_dato,360.0,666.0,686.0, - ,1,F,5a36d41ea51010fdc83695f1b7cae18fc4904993ad078cf091f7ff02e8f00fca,2024-05-12 18:29:52,2024-05-12 18:30:37,2024-05-12 18:34:35,CATD,ESCANER,ACTA PREP,0 days 00:00:45,0.75,0 days 00:04:43,4.72
'210010C0300,'210010C03004,'21,PUEBLA,'001,ACAJETE,'0010,'03,C,'00,1,4,sin_dato,666,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,666.0,686.0,TODOS ILEGIBLES O SIN DATO,0,F,828ef6ac5596405935f1eb2ff7a036bfb192d9098c40c5cda40d595a7b548af7,2024-05-12 18:30:38,2024-05-12 18:31:21,2024-05-12 18:32:00,CATD,ESCANER,ACTA PREP,0 days 00:00:43,0.72,0 days 00:01:22,1.37
'210011B0100,'210011B01004,'21,PUEBLA,'001,ACAJETE,'0011,'01,B,'00,1,4,sin_dato,584,sin_dato,sin_dato,,,64,45,19,38,,72,8,55,,,,,5,1,sin_dato,307.0,584.0,604.0, - ,1,F,552d8e96a2683cdb6901bb330004f54b0d8840275004002112b281d2d76992ab,2024-05-12 18:31:25,2024-05-12 18:32:03,2024-05-12 18:35:34,CATD,ESCANER,ACTA PREP,0 days 00:00:38,0.63,0 days 00:04:09,4.15
'210011C0100,'210011C01004,'21,PUEBLA,'001,ACAJETE,'0011,'01,C,'00,1,4,sin_dato,584,sin_dato,sin_dato,,,43,41,54,76,,74,71,21,,,,,6,1,sin_dato,387.0,584.0,604.0, - ,1,F,5f4dd10a22ec2576f442eaf509f134a3bd30d204c62f6952206ee319d670bdea,2024-05-12 18:32:26,2024-05-12 18:33:08,2024-05-12 18:34:07,CATD,ESCANER,ACTA PREP,0 days 00:00:42,0.7,0 days 00:01:41,1.68
'210011C0200,'210011C02004,'21,PUEBLA,'001,ACAJETE,'0011,'02,C,'00,1,4,sin_dato,584,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,584.0,604.0,TODOS ILEGIBLES O SIN DATO,0,F,ae0d3bfc606f35f9fef87eccf4a0ed538650a351c4325be8a2881c1af544b523,2024-05-12 18:33:09,2024-05-12 18:33:33,2024-05-12 18:33:59,CATD,ESCANER,ACTA PREP,0 days 00:00:24,0.4,0 days 00:00:50,0.83
'210012B0100,'210012B01004,'21,PUEBLA,'001,ACAJETE,'0012,'01,B,'00,1,4,sin_dato,591,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,591.0,611.0,TODOS ILEGIBLES O SIN DATO,0,F,fd629f994c5f6623575bae883d5edc058e3ad5f677f3867bac30afc68b36d90c,2024-05-12 18:34:59,2024-05-12 18:35:44,2024-05-12 18:36:24,CATD,ESCANER,ACTA PREP,0 days 00:00:45,0.75,0 days 00:01:25,1.42
'210012C0100,'210012C01004,'21,PUEBLA,'001,ACAJETE,'0012,'01,C,'00,1,4,sin_dato,531,sin_dato,sin_dato,,,75,46,83,70,,54,81,58,,,,,3,1,sin_dato,471.0,591.0,611.0, - ,1,F,4dd82d47b51205f137c2b7a3f178d13a674417534d232975a662132e902bee52,2024-05-12 18:35:38,2024-05-12 18:36:58,2024-05-12 18:38:53,CATD,ESCANER,ACTA PREP,0 days 00:01:20,1.33,0 days 00:03:15,3.25
'210012C0200,'210012C02004,'21,PUEBLA,'001,ACAJETE,'0012,'02,C,'00,1,4,sin_dato,590,sin_dato,sin_dato,,,64,77,32,52,,54,14,63,,,,,4,1,sin_dato,361.0,590.0,610.0, - ,1,F,c65d2026f535f8021c7ad730cc4d01003bc839218d6c31e4c1e8a550e28efa32,2024-05-12 18:36:18,2024-05-12 18:36:50,2024-05-12 18:37:55,CATD,ESCANER,ACTA PREP,0 days 00:00:32,0.53,0 days 00:01:37,1.62
'210013B0100,'210013B01004,'21,PUEBLA,'001,ACAJETE,'0013,'01,B,'00,1,4,sin_dato,727,sin_dato,sin_dato,,,104,44,37,28,,22,79,76,,,,,6,1,sin_dato,397.0,727.0,747.0, - ,1,F,3864fd5c8cda592d5fcf35d849debf5f2c6dabe5c1e83166ce180655df473989,2024-05-12 18:37:00,2024-05-12 18:38:40,2024-05-12 18:39:27,CATD,ESCANER,ACTA PREP,0 days 00:01:40,1.67,0 days 00:02:27,2.45
'210013C0100,'210013C01004,'21,PUEBLA,'001,ACAJETE,'0013,'01,C,'00,1,4,sin_dato,726,sin_dato,sin_dato,,,26,95,8,71,,64,20,18,,,,,2,1,sin_dato,305.0,726.0,746.0, - ,1,F,86213c8a855f7cbb5a079321c24999284a3d34b8abf7ccb043fb585e0cdafcb6,2024-05-12 18:37:36,2024-05-12 18:38:02,2024-05-12 18:38:50,CATD,ESCANER,ACTA PREP,0 days 00:00:26,0.43,0 days 00:01:14,1.23
'210014B0100,'210014B01004,'21,PUEBLA,'001,ACAJETE,'0014,'01,B,'00,1,4,sin_dato,644,sin_dato,sin_dato,,,48,88,32,7,,72,75,4,,,,,5,2,sin_dato,333.0,644.0,664.0, - ,1,F,df94564b4c37ee986373191f9a0a2d946396f7023f6cb294b223bd8995a193d2,2024-05-12 18:38:13,2024-05-12 18:38:46,2024-05-12 18:39:32,CATD,ESCANER,ACTA PREP,0 days 00:00:33,0.55,0 days 00:01:19,1.32
'210014C0100,'210014C01004,'21,PUEBLA,'001,ACAJETE,'0014,'01,C,'00,1,4,sin_dato,643,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,643.0,663.0,TODOS ILEGIBLES O SIN DATO,0,F,e4a4fe6d4dd15d6266818d76a5a5c816fba087ebe409cf725e48d6215244b40e,2024-05-12 18:38:53,2024-05-12 18:39:47,2024-05-12 18:40:36,CATD,ESCANER,ACTA PREP,0 days 00:00:54,0.9,0 days 00:01:43,1.72
'210014C0200,'210014C02004,'21,PUEBLA,'001,ACAJETE,'0014,'02,C,'00,1,4,sin_dato,643,sin_dato,sin_dato,,,14,14,19,23,,81,39,31,,,,,4,4,sin_dato,229.0,643.0,663.0, - ,1,F,87cd41c932e1eb8eff305853c022cab48cb69477ccff5ff0b1663a19b4560d20,2024-05-12 18:39:36,2024-05-12 18:42:00,2024-05-12 18:46:35,CATD,ESCANER,ACTA PREP,0 days 00:02:24,2.4,0 days 00:06:59,6.98
'210016B0100,'210016B01004,'21,PUEBLA,'001,ACAJETE,'0016,'01,B,'00,1,4,sin_dato,732,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,732.0,752.0,TODOS ILEGIBLES O SIN DATO,0,F,0429d2a4954216617ed9c11d693a779b6ed6c2244d1acc2978f4c6ad188b9792,2024-05-12 18:40:26,2024-05-12 18:40:49,2024-05-12 18:42:12,CATD,ESCANER,ACTA PREP,0 days 00:00:23,0.38,0 days 00:01:46,1.77
'210016C0100,'210016C01004,'21,PUEBLA,'001,ACAJETE,'0016,'01,C,'00,1,4,sin_dato,732,sin_dato,sin_dato,,,44,70,71,10,,5,75,27,,,,,9,5,sin_dato,316.0,732.0,752.0, - ,1,F,0cda8d2fa672078aca12417fa211fffca1b100fa3ed34aa54117af1dd6052d18,2024-05-12 18:41:05,2024-05-12 18:41:53,2024-05-12 18:42:52,CATD,ESCANER,ACTA PREP,0 days 00:00:48,0.8,0 days 00:01:47,1.78
'210016C0200,'210016C02004,'21,PUEBLA,'001,ACAJETE,'0016,'02,C,'00,1,4,sin_dato,731,sin_dato,sin_dato,,,68,86,56,66,,100,5,99,,,,,8,1,sin_dato,489.0,731.0,751.0, - ,1,F,f1860d2f8bbee08ab28eeeb9cf1a3ea1a7f591bb9adc92c0a679a3352ed3b3ec,2024-05-12 18:41:52,2024-05-12 18:45:07,2024-05-12 18:46:05,CATD,ESCANER,ACTA PREP,0 days 00:03:15,3.25,0 days 00:04:13,4.22
'210017B0100,'210017B01004,'21,PUEBLA,'001,ACAJETE,'0017,'01,B,'00,1,4,sin_dato,685,sin_dato,sin_dato,,,36,20,66,14,,16,65,53,,,,,3,3,sin_dato,276.0,685.0,705.0, - ,1,F,b4292ea7aa0fce791a58db266e472d7814b4722122bc29182b58fe7791a012b8,2024-05-12 18:42:31,2024-05-12 18:46:13,2024-05-12 18:46:48,CATD,ESCANER,ACTA PREP,0 days 00:03:42,3.7,0 days 00:04:17,4.28
'210017C0100,'210017C01004,'21,PUEBLA,'001,ACAJETE,'0017,'01,C,'00,1,4,sin_dato,685,sin_dato,sin_dato,,,18,27,18,8,,40,32,91,,,,,4,4,sin_dato,242.0,685.0,705.0, - ,1,F,1fda98c58984f206338a4f90948836600f31947511f2122fff3a4261b1cfa1fa,2024-05-12 18:43:11,2024-05-12 18:46:02,2024-05-12 18:47:02,CATD,ESCANER,ACTA PREP,0 days 00:02:51,2.85,0 days 00:03:51,3.85
'210017C0200,'210017C02004,'21,PUEBLA,'001,ACAJETE,'0017,'02,C,'00,1,4,sin_dato,684,sin_dato,sin_dato,,,42,14,57,7,,51,34,72,,,,,3,5,sin_dato,285.0,684.0,704.0, - ,1,F,335388725e96226fb8091cde9217d406c1eba5fdeb32dfca282c00977c6347ab,2024-05-12 18:43:44,2024-05-12 18:46:10,2024-05-12 18:47:24,CATD,ESCANER,ACTA PREP,0 days 00:02:26,2.43,0 days 00:03:40,3.67
'210017C0300,'210017C03004,'21,PUEBLA,'001,ACAJETE,'0017,'03,C,'00,1,4,sin_dato,684,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,684.0,704.0,TODOS ILEGIBLES O SIN DATO,0,F,aa62833f0a823731742790f9421b779d4fd889f806773c0395b479f906e22d64,2024-05-12 18:44:19,2024-05-12 18:45:32,2024-05-12 18:46:51,CATD,ESCANER,ACTA PREP,0 days 00:01:13,1.22,0 days 00:02:32,2.53
'210018B0100,'210018B01004,'21,PUEBLA,'001,ACAJETE,'0018,'01,B,'00,1,4,sin_dato,618,sin_dato,sin_dato,,,18,35,32,30,,33,49,70,,,,,6,2,sin_dato,275.0,618.0,638.0, - ,1,F,6cfd406b1eed35802f9b66d083748878dd90a5f0931918a4eb18045a3c475067,2024-05-12 18:45:17,2024-05-12 18:45:56,2024-05-12 18:46:31,CATD,ESCANER,ACTA PREP,0 days 00:00:39,0.65,0 days 00:01:14,1.23
'210018C0200,'210018C02004,'21,PUEBLA,'001,ACAJETE,'0018,'02,C,'00,1,4,sin_dato,618,sin_dato,sin_dato,,,38,48,78,66,,37,50,21,,,,,8,3,sin_dato,349.0,618.0,638.0, - ,1,F,77116a82655565db5e64500aae052d53b0c753549dc6c9bc6ed55ced30a4849f,2024-05-12 18:46:29,2024-05-12 18:47:22,2024-05-12 18:48:24,CATD,ESCANER,ACTA PREP,0 days 00:00:53,0.88,0 days 00:01:55,1.92
'210018C0300,'210018C03004,'21,PUEBLA,'001,ACAJETE,'0018,'03,C,'00,1,4,sin_dato,618,sin_dato,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,,,,,sin_dato,sin_dato,sin_dato,0.0,618.0,638.0,TODOS ILEGIBLES O SIN DATO,0,F,ad63ed31661f1272cd0396930530e22e3c68a8932152c7c265d48897da062bd8,2024-05-12 18:47:13,2024-05-12 18:48:08,2024-05-12 18:48:25,CATD,ESCANER,ACTA PREP,0 days 00:00:55,0.92,0 days 00:01:12,1.2
'210019B0100,'210019B01004,'21,PUEBLA,'001,ACAJETE,'0019,'01,B,'00,1,4,sin_dato,509,sin_dato,sin_dato,,,45,60,19,42,,22,65,21,,,,,5,4,sin_dato,283.0,509.0,529.0, - ,1,F,eededb5df218956094d40bc8a94acc9f3352bb143b0fd6292f83c5828f68c586,2024-05-12 18:47:51,2024-05-12 18:48:24,2024-05-12 18:49:05,CATD,ESCANER,ACTA PREP,0 days 00:00:33,0.55,0 days 00:01:14,1.23
'210019C0100,'210019C01004,'21,PUEBLA,'001,ACAJETE,'0019,'01,C,'00,1,4,sin_dato,509,sin_dato,sin_dato,,,14,37,23,45,,48,13,67,,,,,4,2,sin_dato,253.0,509.0,529.0, - ,1,F,e855c6381934543245ab9fecc1d7ab11c8844542d7deac011cfc9f049d22d999,2024-05-12 18:48:33,2024-05-12 18:49:05,2024-05-12 18:49:57,CATD,ESCANER,ACTA PREP,0 days 00:00:32,0.53,0 days 00:01:24,1.4
'210019C0200,'210019C02004,'21,PUEBLA,'001,ACAJETE,'0019,'02,C,'00,1,4,sin_dato,509,sin_dato,sin_dato,,,48,12,55,18,,24,14,4,,,,,4,1,sin_dato,180.0,509.0,529.0, - ,1,F,d6c0316f4b9eaf9a65f8714347f0f395d943583e0bc96727eb42d91e20f97606,2024-05-12 18:49:11,2024-05-12 18:50:20,2024-05-12 18:50:46,CATD,ESCANER,ACTA PREP,0 days 00:01:09,1.15,0 days 00:01:35,1.58
'210116B0100,'210116B01004,'21,PUEBLA,'015,AMOZOC,'0116,'01,B,'00,1,4,sin_dato,726,sin_dato,sin_dato,94,,,85,,100,,118,59,,,,,,12,6,sin_dato,474.0,726.0,746.0, - ,1,F,5ea734db93195e4d2e733cdc2c5f93ca1204c2491c95ff1117e43c9ca9e1d54d,2024-05-12 16:39:29,2024-05-12 16:39:57,2024-05-12 16:41:10,CATD,ESCANER,ACTA PREP,0 days 00:00:28,0.47,0 days 00:01:41,1.68
'210116C0100,'210116C01004,'21,PUEBLA,'015,AMOZOC,'0116,'01,C,'00,1,4,sin_dato,726,sin_dato,sin_dato,9,,,23,,118,,6,87,,,,,,13,1,sin_dato,257.0,726.0,746.0, - ,1,F,d70c981451d5ac189ff4a336f51298f3ea06b4cfc99819e2df935bb33a0b7075,2024-05-12 16:40:08,2024-05-12 16:40:56,2024-05-12 16:41:41,CATD,ESCANER,ACTA PREP,0 days 00:00:48,0.8,0 days 00:01:33,1.55
'210116C0200,'210116C02004,'21,PUEBLA,'015,AMOZOC,'0116,'02,C,'00,1,4,sin_dato,726,sin_dato,sin_dato,121,,,13,,120,,38,30,,,,,,5,0,sin_dato,327.0,726.0,746.0, - ,1,F,7c0797e29690350caeca8fbe30c5d543c1b6ccc96ab943f79c3302f573d98cd4,2024-05-12 16:41:13,2024-05-12 16:41:45,2024-05-12 16:43:14,CATD,ESCANER,ACTA PREP,0 days 00:00:32,0.53,0 days 00:02:01,2.02
'210116C0300,'210116C03004,'21,PUEBLA,'015,AMOZOC,'0116,'03,C,'00,1,4,sin_dato,726,sin_dato,sin_dato,95,,,60,,96,,140,99,,,,,,2,4,sin_dato,496.0,726.0,746.0, - ,1,F,bce6ca4bafcbc73ea087149f7d222621861f492f4c778b1fe77df687286873af,2024-05-12 16:41:20,2024-05-12 16:41:46,2024-05-12 16:42:27,CATD,ESCANER,ACTA PREP,0 days 00:00:26,0.43,0 days 00:01:07,1.12
'210116C0400,'210116C04004,'21,PUEBLA,'015,AMOZOC,'0116,'04,C,'00,1,4,sin_dato,725,sin_dato,sin_dato,0,,,0,,0,,0,0,,,,,,0,0,sin_dato,0.0,725.0,745.0, - ,1,F,b93cf9c18eea4bff7b60ede7fda0507e9cb4a68d9342dd71dfb75c6e2fc8d9ec,2024-05-12 16:41:53,2024-05-12 16:42:15,2024-05-12 16:42:30,CATD,ESCANER,ACTA PREP,0 days 00:00:22,0.37,0 days 00:00:37,0.62
'210116C0500,'210116C05004,'21,PUEBLA,'015,AMOZOC,'0116,'05,C,'00,1,4,sin_dato,725,sin_dato,sin_dato,77,,,27,,103,,12,22,,,,,,10,1,sin_dato,252.0,725.0,745.0, - ,1,F,93a0490cc939c4214ef5da86a4214555199041a18d7ef64cbb6e66964cdc15b7,2024-05-12 16:42:02,2024-05-12 16:43:16,2024-05-12 16:46:01,CATD,ESCANER,ACTA PREP,0 days 00:01:14,1.23,0 days 00:03:59,3.98
'210116C0600,'210116C06004,'21,PUEBLA,'015,AMOZOC,'0116,'06,C,'00,1,4,sin_dato,725,sin_dato,sin_dato,128,,,110,,7,,73,104,,,,,,3,7,sin_dato,432.0,725.0,745.0, - ,1,F,d890ce6b3d8e2234a43dd13982f21ffa984aa3593bd83d32c6f823954f05d398,2024-05-12 16:42:45,2024-05-12 16:43:38,2024-05-12 16:44:38,CATD,ESCANER,ACTA PREP,0 days 00:00:53,0.88,0 days 00:01:53,1.88
'210116C0700,'210116C07004,'21,PUEBLA,'015,AMOZOC,'0116,'07,C,'00,1,4,sin_dato,725,sin_dato,sin_dato,91,,,114,,4,,25,40,,,,,,12,5,sin_dato,291.0,725.0,745.0, - ,1,F,5d1622cea32098e89ae493f9129d267e042dd6c010188334bbfdc996fc8c5110,2024-05-12 16:43:01,2024-05-12 16:43:42,2024-05-12 16:44:40,CATD,ESCANER,ACTA PREP,0 days 00:00:41,0.68,0 days 00:01:39,1.65
'210117B0100,'210117B01004,'21,PUEBLA,'015,AMOZOC,'0117,'01,B,'00,2,4,sin_dato,722,sin_dato,sin_dato,85,,,29,,91,,82,19,,,,,,2,1,sin_dato,309.0,722.0,742.0, - ,1,F,fa554e5f65cf0070088c975bd16ecc81d1cfd68d6d4447c3b68abb6bc22f09fd,2024-05-12 16:43:43,2024-05-12 16:44:10,2024-05-12 16:44:36,CATD,ESCANER,ACTA PREP,0 days 00:00:27,0.45,0 days 00:00:53,0.88
'210117C0100,'210117C01004,'21,PUEBLA,'015,AMOZOC,'0117,'01,C,'00,2,4,sin_dato,722,sin_dato,sin_dato,43,,,54,,56,,115,36,,,,,,4,5,sin_dato,313.0,722.0,742.0, - ,1,F,d459d04cb7210238659ee97755c218d08d1aae30c0f01230021c82a00a86aec6,2024-05-12 16:44:40,2024-05-12 16:45:55,2024-05-12 16:46:59,CATD,ESCANER,ACTA PREP,0 days 00:01:15,1.25,0 days 00:02:19,2.32
'210117C0200,'210117C02004,'21,PUEBLA,'015,AMOZOC,'0117,'02,C,'00,2,4,sin_dato,722,sin_dato,sin_dato,97,,,131,,4,,10,28,,,,,,3,6,sin_dato,279.0,722.0,742.0, - ,1,F,25d20afb708fafbbf3f2705dfdacec6876950e9cd4d28d944e8f06138ac59ab4,2024-05-12 16:45:10,2024-05-12 16:46:25,2024-05-12 16:46:57,CATD,ESCANER,ACTA PREP,0 days 00:01:15,1.25,0 days 00:01:47,1.78
'210117C0300,'210117C03004,'21,PUEBLA,'015,AMOZOC,'0117,'03,C,'00,2,4,sin_dato,722,sin_dato,sin_dato,49,,,77,,71,,50,136,,,,,,4,6,sin_dato,393.0,722.0,742.0, - ,1,F,befe12d71b8519a163afb107c20809a912eeb1d18684e75585975634f536083f,2024-05-12 16:46:28,2024-05-12 16:52:06,2024-05-12 16:54:19,CATD,ESCANER,ACTA PREP,0 days 00:05:38,5.63,0 days 00:07:51,7.85
'210117C0400,'210117C04004,'21,PUEBLA,'015,AMOZOC,'0117,'04,C,'00,2,4,sin_dato,721,sin_dato,sin_dato,0,,,0,,0,,0,0,,,,,,0,0,sin_dato,0.0,721.0,741.0, - ,1,F,f18e0e2dca8b6b7df1bcd7460c66afc0ad9ce040b8813d41d727735c7a41a106,2024-05-12 16:47:06,2024-05-12 16:47:46,2024-05-12 16:47:51,CATD,ESCANER,ACTA PREP,0 days 00:00:40,0.67,0 days 00:00:45,0.75
'210118B0100,'210118B01004,'21,PUEBLA,'015,AMOZOC,'0118,'01,B,'00,1,4,sin_dato,708,sin_dato,sin_dato,38,,,48,,111,,92,131,,,,,,1,5,sin_dato,426.0,708.0,728.0, - ,1,F,9ec02cc5ec919af349cf6d7c62ee10c65b6abe508760b7fe7ce04b30d25573b1,2024-05-12 16:48:45,2024-05-12 16:50:11,2024-05-12 16:51:48,CATD,ESCANER,ACTA PREP,0 days 00:01:26,1.43,0 days 00:03:03,3.05
'210118C0100,'210118C01004,'21,PUEBLA,'015,AMOZOC,'0118,'01,C,'00,1,4,sin_dato,708,sin_dato,sin_dato,86,,,11,,62,,134,63,,,,,,5,4,sin_dato,365.0,708.0,728.0, - ,1,F,6784ab2f82eecb077ed7da52d4ae7cfc422fd669e087991c453a7636898fe5ce,2024-05-12 16:47:27,2024-05-12 16:48:00,2024-05-12 16:50:07,CATD,ESCANER,ACTA PREP,0 days 00:00:33,0.55,0 days 00:02:40,2.67
'210118C0200,'210118C02004,'21,PUEBLA,'015,AMOZOC,'0118,'02,C,'00,1,4,sin_dato,708,sin_dato,sin_dato,79,,,73,,124,,67,63,,,,,,0,3,sin_dato,409.0,708.0,728.0, - ,1,F,2640437c7e46b95a2f06b51d2443ea9ae036753fdcad4b87d7384c0e5839aec2,2024-05-12 16:51:23,2024-05-12 16:52:10,2024-05-12 16:56:17,CATD,ESCANER,ACTA PREP,0 days 00:00:47,0.78,0 days 00:04:54,4.9
'210118C0400,'210118C04004,'21,PUEBLA,'015,AMOZOC,'0118,'04,C,'00,1,4,sin_dato,708,sin_dato,sin_dato,61,,,85,,8,,24,110,,,,,,13,6,sin_dato,307.0,708.0,728.0, - ,1,F,0f6abc08b8d2e68d19b5aa8760ebf0b0639412ed64f4c843b34fea7532d677f5,2024-05-12 16:50:42,2024-05-12 16:51:34,2024-05-12 16:56:17,CATD,ESCANER,ACTA PREP,0 days 00:00:52,0.87,0 days 00:05:35,5.58
'210118C0500,'210118C05004,'21,PUEBLA,'015,AMOZOC,'0118,'05,C,'00,1,4,sin_dato,708,sin_dato,sin_dato,52,,,123,,99,,114,142,,,,,,6,0,sin_dato,536.0,708.0,728.0, - ,1,F,5e2e5697923835ddfeb547956496de1f67f5623660fcfa95912c0e957bc99806,2024-05-12 16:51:28,2024-05-12 16:51:56,2024-05-12 16:52:41,CATD,ESCANER,ACTA PREP,0 days 00:00:28,0.47,0 days 00:01:13,1.22
'210119B0100,'210119B01004,'21,PUEBLA,'015,AMOZOC,'0119,'01,B,'00,1,4,sin_dato,613,sin_dato,sin_dato,99,,,120,,99,,28,42,,,,,,12,6,sin_dato,406.0,613.0,633.0, - ,1,F,1116fd88a37ad9ea95e676f137d9f402302d16725f7aa27e1ce568b15fcec605,2024-05-12 16:52:10,2024-05-12 16:52:59,2024-05-12 16:55:07,CATD,ESCANER,ACTA PREP,0 days 00:00:49,0.82,0 days 00:02:57,2.95
'210119C0200,'210119C02004,'21,PUEBLA,'015,AMOZOC,'0119,'02,C,'00,1,4,sin_dato,613,sin_dato,sin_dato,97,,,72,,24,,70,36,,,,,,2,0,sin_dato,301.0,613.0,633.0, - ,1,F,62d7489e2d441e6497c524b85628ee82bea4f7097e43a16dd7caf5b5f3ee3f2a,2024-05-12 16:52:19,2024-05-12 16:52:46,2024-05-12 16:56:17,CATD,ESCANER,ACTA PREP,0 days 00:00:27,0.45,0 days 00:03:58,3.97
'210120B0100,'210120B01004,'21,PUEBLA,'015,AMOZOC,'0120,'01,B,'00,1,4,sin_dato,643,sin_dato,sin_dato,0,,,0,,0,,0,0,,,,,,0,0,sin_dato,0.0,643.0,663.0, - ,1,F,4a057d8f335a6ead16b430da62af82e156cd10ff55863c4b0e981f1a30eeec82,2024-05-12 16:53:33,2024-05-12 16:54:18,2024-05-12 16:55:10,CATD,ESCANER,ACTA PREP,0 days 00:00:45,0.75,0 days 00:01:37,1.62
