,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,MRPP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
4793,'211659B0100,'211659B01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1659,'01,B,'00,1,3,sin_dato,645,sin_dato,sin_dato,2,17,19,40,50,13,12,49,41,34,,9,4,17,19,12,10,3,8,13,6,11,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,4,sin_dato,406.0,645.0,665.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,79de14c64c3ed86a20a9865a7c89ab0fd9fb3157916bfe18cf063ee885cf0b4e,2024-05-12 13:56:15,2024-05-12 14:21:02,2024-05-12 14:24:10,CATD,ESCANER,ACTA PREP,0 days 00:24:47,24.78
4794,'211659C0100,'211659C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1659,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,645.0,665.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4795,'211659C0200,'211659C02003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1659,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,645.0,665.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4796,'211659C0300,'211659C03003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1659,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,644.0,664.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4797,'211660B0100,'211660B01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1660,'01,B,'00,1,3,sin_dato,746,sin_dato,sin_dato,18,22,5,33,57,56,22,5,37,57,,6,4,10,10,8,4,6,15,10,14,8,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,2,sin_dato,423.0,746.0,766.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a0423986affe281d4d7401250eec2543b122c70aaee800f19f1ff2b48ab59d8b,2024-05-12 14:00:46,2024-05-12 14:31:04,2024-05-12 14:37:10,CATD,ESCANER,ACTA PREP,0 days 00:30:18,30.3
4798,'211660C0100,'211660C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1660,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,746.0,766.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4799,'211660C0200,'211660C02003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1660,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,746.0,766.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4800,'211660C0300,'211660C03003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1660,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,746.0,766.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4801,'211660C0400,'211660C04003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1660,'04,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,745.0,765.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4802,'211660C0500,'211660C05003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1660,'05,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,745.0,765.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4803,'211661B0100,'211661B01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1661,'01,B,'00,1,3,sin_dato,588,sin_dato,sin_dato,6,12,16,23,52,23,16,33,52,22,,14,9,6,3,0,11,9,6,11,3,7,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,1,sin_dato,342.0,588.0,608.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5df1feb7d065a0ec1a661b6c1a99ea3ff667a8628df0be414ba3602303c741f2,2024-05-12 14:09:23,2024-05-12 14:45:10,2024-05-12 14:49:57,CATD,ESCANER,ACTA PREP,0 days 00:35:47,35.78
4804,'211661C0100,'211661C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1661,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,588.0,608.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4805,'211661C0200,'211661C02003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1661,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,587.0,607.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4806,'211661C0300,'211661C03003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1661,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,587.0,607.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4807,'211662B0100,'211662B01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1662,'01,B,'00,1,3,sin_dato,587,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,588.0,608.0,TODOS ILEGIBLES O SIN DATO,0,F,b4f3920988024087588dc0f0398a2764ed5260872dbf7e27493b3099a5bd41e2,2024-05-12 14:14:29,2024-05-12 14:49:35,2024-05-12 14:50:08,CATD,ESCANER,ACTA PREP,0 days 00:35:06,35.1
4808,'211662C0100,'211662C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1662,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,588.0,608.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4809,'211662C0200,'211662C02003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1662,'02,C,'00,1,3,sin_dato,588,sin_dato,sin_dato,5,3,1,3,23,156,18,10,34,14,,2,4,6,2,1,6,7,2,3,4,2,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,8,5,sin_dato,333.0,588.0,608.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d60cbbe6b36079b76823b37abda22970d4f74b1a5b06adde0f5a804ed2277b77,2024-05-12 13:36:25,2024-05-12 13:56:48,2024-05-12 13:58:50,CATD,ESCANER,ACTA PREP,0 days 00:20:23,20.38
4810,'211662C0300,'211662C03003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1662,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,587.0,607.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4811,'211662S0100,'211662S01003EMR,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1662,'01,S,'00,1,3EMR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,1000.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4812,'211663B0100,'211663B01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'01,B,'00,1,3,sin_dato,749,sin_dato,sin_dato,15,15,17,49,14,48,8,41,61,41,,1,20,18,18,4,1,14,8,13,0,7,5,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,3,sin_dato,422.0,749.0,769.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1e7c63131765078a1d4c72a654013ba954eef1a9c852baf7ed3dfed7d8677022,2024-05-12 14:21:03,2024-05-12 14:56:30,2024-05-12 14:58:26,CATD,ESCANER,ACTA PREP,0 days 00:35:27,35.45
4813,'211663C0100,'211663C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,749.0,769.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4814,'211663C0200,'211663C02003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'02,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,749.0,769.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4815,'211663C0300,'211663C03003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'03,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4816,'211663C0400,'211663C04003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'04,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4817,'211663C0500,'211663C05003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'05,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4818,'211663C0600,'211663C06003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'06,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4819,'211663C0700,'211663C07003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'07,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4820,'211663C0800,'211663C08003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'08,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4821,'211663C0900,'211663C09003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'09,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4822,'211663C0100,'211663C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4823,'211663C0100,'211663C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4824,'211663C0100,'211663C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'01,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,748.0,768.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4825,'211663C0100,'211663C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1663,'01,C,'00,1,3,sin_dato,748,sin_dato,sin_dato,19,16,6,59,52,25,11,49,29,66,,7,1,18,12,15,12,11,9,3,11,14,6,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,3,sin_dato,461.0,748.0,768.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,615b490a11284a27ccb6f9472d4e6d74956a61e097caf329dcf8ffee742faccb,2024-05-12 14:40:04,2024-05-12 15:13:15,2024-05-12 15:24:35,CATD,ESCANER,ACTA PREP,0 days 00:33:11,33.18
4826,'211665B0100,'211665B01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'01,B,'00,1,3,sin_dato,698,sin_dato,sin_dato,5,20,9,23,22,18,7,4,62,45,,5,11,8,3,11,11,9,14,7,7,13,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,1,sin_dato,322.0,698.0,718.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,af2a8547615afcfdc6573a097221b37bb77d0b0198cbe28b0bd74cd3ee0d7d27,2024-05-12 14:40:51,2024-05-12 15:14:58,2024-05-12 15:18:14,CATD,ESCANER,ACTA PREP,0 days 00:34:07,34.12
4827,'211665C0100,'211665C01003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'01,C,'00,1,3,sin_dato,698,sin_dato,sin_dato,12,10,4,34,30,6,7,63,49,26,,19,17,2,7,20,10,2,7,3,3,9,13,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,1,sin_dato,357.0,698.0,718.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d5cc20e21a149548c9eded51f53c367d56d37811acccbbffde24acc888127b81,2024-05-12 14:42:37,2024-05-12 15:15:13,2024-05-12 15:18:10,CATD,ESCANER,ACTA PREP,0 days 00:32:36,32.6
4828,'211665C0200,'211665C02003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'02,C,'00,1,3,sin_dato,sin_dato,sin_dato,sin_dato,7,11,18,16,17,3,17,48,39,26,,19,2,20,7,14,6,10,12,12,5,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sin_dato,334.0,698.0,718.0, - ,1,F,5d6456d9537fedcfa30b5d9590c7e102a6048965f370cabeb446234c6928c38f,2024-05-12 14:43:20,2024-05-12 15:20:12,2024-05-12 15:26:47,CATD,ESCANER,ACTA PREP,0 days 00:36:52,36.87
4829,'211665C0300,'211665C03003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'03,C,'00,1,3,sin_dato,698,sin_dato,sin_dato,12,1,19,46,39,31,19,3,7,38,,8,18,21,7,8,8,10,4,11,11,3,6,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,0,sin_dato,335.0,698.0,718.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,03a2d121f2090e0988608b16c1910777409811045e71bb15d67ea6793659332b,2024-05-12 14:44:13,2024-05-12 15:17:46,2024-05-12 15:19:26,CATD,ESCANER,ACTA PREP,0 days 00:33:33,33.55
4830,'211665C0400,'211665C04003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'04,C,'00,1,3,sin_dato,697,sin_dato,sin_dato,20,16,1,50,29,30,8,30,22,41,,9,9,7,15,18,6,7,3,15,4,10,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,1,sin_dato,367.0,697.0,717.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,41587c6aeb43dc8c868f0e3d561e213deba295908416595c1a95dcc4e7971e4f,2024-05-12 14:45:00,2024-05-12 15:16:18,2024-05-12 15:17:13,CATD,ESCANER,ACTA PREP,0 days 00:31:18,31.3
4831,'211665C0500,'211665C05003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'05,C,'00,1,3,sin_dato,697,sin_dato,sin_dato,20,18,3,11,45,10,12,6,52,52,,22,20,5,1,13,1,12,6,5,10,12,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,1,sin_dato,357.0,697.0,717.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f1f5fb9d0235683f9446617a0c048490e456b6652b823f37ed20270a41715365,2024-05-12 14:45:45,2024-05-12 15:17:04,2024-05-12 15:18:12,CATD,ESCANER,ACTA PREP,0 days 00:31:19,31.32
4832,'211665C0600,'211665C06003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'06,C,'00,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,697.0,717.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4833,'211665C0700,'211665C07003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'07,C,'00,1,3,sin_dato,697,sin_dato,sin_dato,12,6,16,15,9,42,7,40,6,19,,0,6,2,19,11,1,13,13,10,12,12,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,2,sin_dato,292.0,697.0,717.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5da6269afe02d675b5159baf1f994826fbb46ab01b372274f6cacc8091eef66a,2024-05-12 14:48:48,2024-05-12 15:19:43,2024-05-12 15:21:33,CATD,ESCANER,ACTA PREP,0 days 00:30:55,30.92
4834,'211665C0800,'211665C08003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'08,C,'00,1,3,sin_dato,697,sin_dato,sin_dato,6,5,20,10,48,7,4,42,17,23,,3,20,11,17,9,3,6,5,10,2,2,8,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,5,sin_dato,290.0,697.0,717.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,25751fabf6dd0f6deb52df431340e7405f72e4ef33b1e074075418ad388689cd,2024-05-12 14:49:28,2024-05-12 15:20:13,2024-05-12 15:31:10,CATD,ESCANER,ACTA PREP,0 days 00:30:45,30.75
4835,'211665C0900,'211665C09003,'21,PUEBLA,'018,CHOLULA DE RIVADAVIA,'1665,'09,C,'00,1,3,sin_dato,697,sin_dato,sin_dato,16,13,10,67,32,11,15,43,44,29,,11,1,2,20,17,1,2,5,8,14,1,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,3,sin_dato,376.0,697.0,717.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f8cec21fd88a1f701ee02eb7c73cd2c82773f8b714503071f37783339f76621b,2024-05-12 14:50:14,2024-05-12 15:22:05,2024-05-12 15:25:29,CATD,ESCANER,ACTA PREP,0 days 00:31:51,31.85
