,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO,DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
4059,'210956B0100,'210956B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0956,'01,B,'00,1,2,sin_dato,706,sin_dato,sin_dato,4,21,19,39,40,153,28,37,12,32,5,0,2,7,5,5,9,5,2,7,3,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,6,sin_dato,459.0,655.0,675.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c2c079a7244d903198b7d3d57c3ec2af165f5714e39984730b1f0f48dbb2171e,2024-05-12 11:36:35,2024-05-12 11:39:09,2024-05-12 12:06:21,CATD,ESCANER,ACTA PREP,0 days 00:02:34,2.57
4060,'210956C0100,'210956C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0956,'01,C,'00,1,2,sin_dato,718,sin_dato,sin_dato,8,16,20,30,12,185,21,24,1,19,7,7,5,1,1,5,8,1,3,2,4,20,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,7,sin_dato,407.0,655.0,675.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,559d716cde6a5574e49de4ebb4cd1162f7ed29e9944974e103e6d524a308b6b4,2024-05-12 11:02:14,2024-05-12 11:03:54,2024-05-12 11:05:39,CATD,ESCANER,ACTA PREP,0 days 00:01:40,1.67
4061,'210957B0100,'210957B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0957,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,529.0,549.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4062,'210957C0100,'210957C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0957,'01,C,'00,1,2,sin_dato,626,sin_dato,sin_dato,21,17,10,8,36,127,6,2,25,20,5,6,4,2,1,8,6,0,1,0,3,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,8,8,sin_dato,335.0,529.0,549.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,a33e23c17e51a0fd1eb9cf3787dd2e8cc37fb58504d0ffe08c9d086a34873b46,2024-05-12 10:54:26,2024-05-12 10:55:17,2024-05-12 11:00:58,CATD,ESCANER,ACTA PREP,0 days 00:00:51,0.85
4063,'210958B0100,'210958B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0958,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,663.0,683.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4064,'210958C0100,'210958C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0958,'01,C,'00,1,2,sin_dato,434,sin_dato,sin_dato,18,8,0,10,25,30,15,19,10,11,5,5,3,0,3,1,3,4,0,1,5,1,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,2,sin_dato,183.0,662.0,682.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,,6a6bcd8a7faf2312c67b588463f61940abf0a19b7deddb5301e559153630d73f,2024-05-12 11:23:01,2024-05-12 11:25:23,2024-05-12 11:27:30,CATD,ESCANER,ACTA PREP,0 days 00:02:22,2.37
4065,'210959B0100,'210959B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0959,'01,B,'00,1,2,sin_dato,551,sin_dato,sin_dato,4,18,15,8,18,105,16,9,11,11,3,1,7,2,6,6,3,6,2,2,5,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,9,3,sin_dato,270.0,503.0,523.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c80a3ea1781ea99cd715409e763070061e056eec92444d3cd52b288817bfa5bf,2024-05-12 11:18:22,2024-05-12 11:20:53,2024-05-12 11:45:45,CATD,ESCANER,ACTA PREP,0 days 00:02:31,2.52
4066,'210959C0100,'210959C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0959,'01,C,'00,1,2,sin_dato,578,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,502.0,522.0,TODOS ILEGIBLES O SIN DATO,0,,94c004f84c0fbf6988381901495a4866814e2bf4311db5500ac4b7d7e1efc367,2024-05-12 11:19:18,2024-05-12 11:21:08,2024-05-12 11:22:29,CATD,ESCANER,ACTA PREP,0 days 00:01:50,1.83
4067,'210960B0100,'210960B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0960,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,433.0,453.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4068,'210960C0100,'210960C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0960,'01,C,'00,1,2,sin_dato,655,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,432.0,452.0,TODOS ILEGIBLES O SIN DATO,0,,13dd610effaf2389a8a104df3402c15fff4b20a9cd6e849f65fd76bc5b2d9585,2024-05-12 11:11:09,2024-05-12 11:12:27,2024-05-12 11:13:18,CATD,ESCANER,ACTA PREP,0 days 00:01:18,1.3
4069,'210961B0100,'210961B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0961,'01,B,'00,1,2,sin_dato,609,sin_dato,sin_dato,5,27,25,28,8,162,0,33,20,24,5,6,5,5,4,0,6,1,4,6,1,16,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,1,sin_dato,398.0,663.0,683.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b41ad7f80b98678796cc0a18497c95c5d7f34296f3e331222466e0d70ebf7a23,2024-05-12 11:29:25,2024-05-12 11:32:05,2024-05-12 11:56:41,CATD,ESCANER,ACTA PREP,0 days 00:02:40,2.67
4070,'210961C0100,'210961C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0961,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,663.0,683.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4071,'210962B0100,'210962B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0962,'01,B,'00,1,2,sin_dato,113,sin_dato,113,11,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42,45.0,510.0,530.0, - ,1,,096b9a10f4d8faabe093ffd67b363cfa5aa0f888ddbaf8c9413e1915c21f3518,2024-05-12 15:20:29,2024-05-12 15:39:16,2024-05-12 15:50:33,CATD,ESCANER,ACTA PREP,0 days 00:18:47,18.78
4072,'210962C0100,'210962C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0962,'01,C,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,510.0,530.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4073,'210963B0100,'210963B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0963,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,730.0,750.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4074,'210964B0100,'210964B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0964,'01,B,'00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,492.0,512.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
4075,'210965B0100,'210965B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0965,'01,B,'00,1,2,sin_dato,512,sin_dato,sin_dato,4,19,16,22,3,141,11,25,24,1,5,6,3,4,6,3,1,1,2,6,3,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,2,sin_dato,323.0,512.0,532.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2c2bcb3879b90a08dd1e2c230b93fc2d6d092c117be9c63f3ef856fc12c80430,2024-05-12 13:06:56,2024-05-12 13:26:31,2024-05-12 13:28:05,CATD,ESCANER,ACTA PREP,0 days 00:19:35,19.58
4076,'210966B0100,'210966B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0966,'01,B,'00,1,2,sin_dato,243,sin_dato,sin_dato,5,9,2,3,12,54,8,10,5,14,2,1,0,1,0,2,0,2,2,2,1,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,3,sin_dato,139.0,243.0,263.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a829d652164bb1671517af7bc2a1ed3bdf5681d7500dd0c3f8774905b53ccffa,2024-05-12 13:08:09,2024-05-12 13:28:32,2024-05-12 13:31:22,CATD,ESCANER,ACTA PREP,0 days 00:20:23,20.38
4077,'210967B0100,'210967B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0967,'01,B,'00,1,2,sin_dato,329,sin_dato,sin_dato,5,1,9,19,0,61,6,5,13,5,3,0,1,0,1,4,3,2,1,2,0,8,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,5,sin_dato,157.0,329.0,349.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7b6621d4939a5351ed578f047e97d1153fa7656ff1a9c98b6f9f81491a24c755,2024-05-12 13:10:08,2024-05-12 13:28:17,2024-05-12 13:28:57,CATD,ESCANER,ACTA PREP,0 days 00:18:09,18.15
4078,'210969B0100,'210969B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0969,'01,B,'00,1,2,sin_dato,369,sin_dato,sin_dato,12,10,6,13,8,33,12,3,18,2,3,4,2,3,4,4,4,1,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,sin_dato,157.0,369.0,389.0, - ,1,F,57adf1ce4a47d5a8e479c66dcf4a9e2b5b996229c41dd2ce9c7af879f47bed23,2024-05-12 11:11:32,2024-05-12 11:13:04,2024-05-12 11:37:36,CATD,ESCANER,ACTA PREP,0 days 00:01:32,1.53
4079,'210970B0100,'210970B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0970,'01,B,'00,1,2,sin_dato,611,sin_dato,sin_dato,6,12,17,15,8,102,12,12,10,16,6,2,2,7,5,6,3,7,7,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,sin_dato,281.0,611.0,631.0, - ,1,F,606c887e51f5f28b7963f0bb5bc234556978122e8edcc50381e1075e632a0d94,2024-05-12 11:12:19,2024-05-12 11:15:12,2024-05-12 11:17:53,CATD,ESCANER,ACTA PREP,0 days 00:02:53,2.88
4080,'210971B0100,'210971B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0971,'01,B,'00,1,2,sin_dato,319,sin_dato,sin_dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sin_dato,0.0,319.0,339.0, - ,1,F,63a16b4c22017a0c692e2f43a74f07654729e4c307172193254d67cdc04e1ea1,2024-05-12 11:13:11,2024-05-12 11:14:54,2024-05-12 11:16:00,CATD,ESCANER,ACTA PREP,0 days 00:01:43,1.72
4081,'210972B0100,'210972B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0972,'01,B,'00,1,2,sin_dato,474,sin_dato,sin_dato,19,6,12,5,15,22,13,19,12,27,1,5,0,0,1,3,1,4,6,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,sin_dato,196.0,474.0,494.0, - ,1,F,865639371bf24af700b9527cc4973daa83bbe10fb5894f35b1440844b010096a,2024-05-12 12:02:54,2024-05-12 12:04:08,2024-05-12 12:05:52,CATD,ESCANER,ACTA PREP,0 days 00:01:14,1.23
4082,'210972C0100,'210972C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0972,'01,C,'00,1,2,sin_dato,474,sin_dato,sin_dato,19,6,12,5,15,22,13,19,12,27,1,5,0,2,1,3,1,4,6,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,sin_dato,198.0,474.0,494.0, - ,1,F,622020ac0135e6b0d27a596c239d0b79ca413418aed70bdf7568627fbebbe5d7,2024-05-12 11:14:09,2024-05-12 11:17:23,2024-05-12 11:41:28,CATD,ESCANER,ACTA PREP,0 days 00:03:14,3.23
4083,'210973B0100,'210973B01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0973,'01,B,'00,1,2,sin_dato,601,sin_dato,sin_dato,17,7,6,11,2,8,19,30,28,30,5,2,3,2,5,4,7,7,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,sin_dato,223.0,601.0,621.0, - ,1,F,f49ddf9549d1237c9efa9fd59352104358d632b606f477b6aa58f2084c207903,2024-05-12 11:15:39,2024-05-12 11:17:11,2024-05-12 11:20:13,CATD,ESCANER,ACTA PREP,0 days 00:01:32,1.53
4084,'210973C0100,'210973C01002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0973,'01,C,'00,1,2,sin_dato,600,sin_dato,sin_dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sin_dato,0.0,601.0,621.0, - ,1,F,8b024b12b3a1f435f90bc52a5ad565e6a5a66c4da20231888b9e87a6ab134fb1,2024-05-12 11:17:16,2024-05-12 11:18:03,2024-05-12 11:20:28,CATD,ESCANER,ACTA PREP,0 days 00:00:47,0.78
4085,'210973C0200,'210973C02002,'21,PUEBLA,'017,HEROICA PUEBLA DE ZARAGOZA,'0973,'02,C,'00,1,2,sin_dato,601,sin_dato,sin_dato,16,15,4,7,12,185,10,1,33,6,7,1,4,2,4,2,1,7,6,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,sin_dato,357.0,600.0,620.0, - ,1,F,ff2f91698e9cfd79d3e2c91a1f7d67fd445080119922698ed448473e9765e1dc,2024-05-12 11:16:23,2024-05-12 11:18:11,2024-05-12 11:45:50,CATD,ESCANER,ACTA PREP,0 days 00:01:48,1.8
4086,'210974B0100,'210974B01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0974,'01,B,'00,1,2,sin_dato,606,sin_dato,sin_dato,8,20,21,18,3,108,23,5,28,4,6,2,3,0,1,3,5,1,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,sin_dato,281.0,606.0,626.0, - ,1,F,6fffa6a4f687a23f28615fcb50f32557be1e2a94f5c82a4f466413226305b5da,2024-05-12 11:07:15,2024-05-12 11:08:22,2024-05-12 11:30:59,CATD,ESCANER,ACTA PREP,0 days 00:01:07,1.12
4087,'210974C0100,'210974C01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0974,'01,C,'00,1,2,sin_dato,605,sin_dato,sin_dato,7,20,15,10,21,2,1,24,33,27,8,3,6,7,1,4,1,7,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,sin_dato,213.0,605.0,625.0, - ,1,F,b67a4649b81bc181f44062601695ff62451c6526d1170af655ae9565fec85127,2024-05-12 11:08:22,2024-05-12 11:15:14,2024-05-12 11:32:33,CATD,ESCANER,ACTA PREP,0 days 00:06:52,6.87
4088,'210975B0100,'210975B01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0975,'01,B,'00,1,2,sin_dato,434,sin_dato,sin_dato,11,13,10,8,17,11,11,15,20,6,3,1,1,2,1,5,2,1,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,sin_dato,161.0,434.0,454.0, - ,1,F,820bf9ee3ba42a3c61ce285d291fc0c306f5a3b09348ef339dcdf15917bc0edb,2024-05-12 11:09:25,2024-05-12 11:11:07,2024-05-12 11:16:05,CATD,ESCANER,ACTA PREP,0 days 00:01:42,1.7
4089,'210975C0100,'210975C01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0975,'01,C,'00,1,2,sin_dato,434,sin_dato,sin_dato,9,6,19,5,20,35,10,23,12,24,6,3,5,0,2,5,4,2,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,sin_dato,208.0,434.0,454.0, - ,1,F,1468f63a569bfdd30a7924c8181ff59420012522a5d24055acd419a55f2823c2,2024-05-12 11:10:21,2024-05-12 11:14:09,2024-05-12 11:20:10,CATD,ESCANER,ACTA PREP,0 days 00:03:48,3.8
4090,'210976B0100,'210976B01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0976,'01,B,'00,1,2,sin_dato,637,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,627.0,647.0,TODOS ILEGIBLES O SIN DATO,0,F,80e6d571271962e21319adccdc70a9cb2d866e8952ee6f7fb11b8d5c350b4fad,2024-05-12 10:44:22,2024-05-12 10:46:32,2024-05-12 10:49:25,CATD,ESCANER,ACTA PREP,0 days 00:02:10,2.17
4091,'210976C0100,'210976C01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0976,'01,C,'00,1,2,sin_dato,627,sin_dato,sin_dato,6,25,26,20,32,57,9,32,28,28,5,1,3,7,6,1,5,7,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,sin_dato,332.0,627.0,647.0, - ,1,F,9a7a3f16eb96b76cd5cc4f37e2e24be9c540f45ef833451ff53ca227dabaedc7,2024-05-12 10:40:31,2024-05-12 10:44:20,2024-05-12 11:08:52,CATD,ESCANER,ACTA PREP,0 days 00:03:49,3.82
4092,'210976C0200,'210976C02002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0976,'02,C,'00,1,2,sin_dato,626,sin_dato,sin_dato,20,20,19,18,30,198,20,27,36,25,1,7,5,8,1,6,5,6,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,sin_dato,481.0,626.0,646.0, - ,1,F,9365d36a90aad8d50a0d60dc11ace689bb4506320de4f32f35bd1d1b3a4af0e3,2024-05-12 10:44:23,2024-05-12 10:50:55,2024-05-12 11:10:32,CATD,ESCANER,ACTA PREP,0 days 00:06:32,6.53
4093,'210977B0100,'210977B01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0977,'01,B,'00,1,2,sin_dato,664,sin_dato,sin_dato,16,20,12,30,35,57,26,22,32,33,6,1,4,8,4,2,8,1,2,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,sin_dato,349.0,664.0,684.0, - ,1,F,ddfd23ca98d941ccbef33f7fe967b97bcf6f8529092823d951cc705944c19df1,2024-05-12 10:46:18,2024-05-12 10:49:00,2024-05-12 10:52:50,CATD,ESCANER,ACTA PREP,0 days 00:02:42,2.7
4094,'210977C0100,'210977C01002,'21,PUEBLA,'009,HEROICA PUEBLA DE ZARAGOZA,'0977,'01,C,'00,1,2,sin_dato,663,sin_dato,sin_dato,28,13,22,29,7,28,10,37,26,24,3,3,8,2,4,1,3,6,7,2,5,9,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,8,sin_dato,290.0,663.0,683.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,16ec83bcf4544a26c0fb67de6ef28834ad4aa345fdff4efaa0ffdabaa047a604,2024-05-12 10:49:09,2024-05-12 10:51:21,2024-05-12 11:11:48,CATD,ESCANER,ACTA PREP,0 days 00:02:12,2.2
