AYUNTAMIENTOS
03/06/2024 20:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8352,7897,12,7885,94.4085,6958,83.3093,13.6254,927,4169515,2687769.0,2682757.0,64.4623

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,CAND_IND_1,CAND_IND_2,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210949B0100,'210949B01004,'21,PUEBLA,'115,PUEBLA,'0949,'01,B,'00,1,4,276,462,10,472,157,20,3,9,18,29,2,180,SIN DATO,1,-,-,3,7,SIN DATO,SIN DATO,SIN DATO,5,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,3,3,SIN DATO,SIN DATO,1,SIN DATO,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,16,464,464,707,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,f5330dd75dc9926b5977711b3d3baccbb76f7e2b545709e7089c79ade6f36ab8,02/06/2024 23:44:31,02/06/2024 23:46:00,02/06/2024 23:48:00,CASILLA,MOVIL,ACTA PREP
'210949C0100,'210949C01004,'21,PUEBLA,'115,PUEBLA,'0949,'01,C,'00,1,4,253,476,8,484,159,18,1,13,12,33,0,182,7,1,-,-,3,5,0,1,0,4,0,1,0,0,0,1,1,1,0,1,0,13,0,0,2,0,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,17,484,484,706,20, - ,1,F,113e404c35375d724e7852b67525408ecc81fb797521d9d139e710451346913d,03/06/2024 00:19:58,03/06/2024 00:58:09,03/06/2024 01:35:03,CASILLA,MOVIL,ACTA PREP
'210950B0100,'210950B01004,'21,PUEBLA,'115,PUEBLA,'0950,'01,B,'00,1,4,291,429,6,435,144,12,1,6,19,38,1,169,3,1,-,-,3,3,0,0,0,1,0,0,0,0,ILEGIBLE,6,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,19,439,439,693,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5c90e6b4bc0d17f0650bf4bfd095d18ce3bc235a1275a24b3fc076463f7f0fc4,03/06/2024 04:44:42,03/06/2024 06:06:16,03/06/2024 06:10:01,CATD,ESCANER,ACTA PREP
'210950C0100,'210950C01004,'21,PUEBLA,'115,PUEBLA,'0950,'01,C,'00,1,4,311,410,6,416,117,12,2,6,20,17,9,108,3,1,-,-,1,4,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,12,407,323,693,20, - ,1,F,434d6bb0bc03b50748b86bf18b363294074524e6272a16e35a834ae58071bc67,03/06/2024 04:41:24,03/06/2024 06:02:06,03/06/2024 06:23:46,CATD,ESCANER,ACTA PREP
'210950C0200,'210950C02004,'21,PUEBLA,'115,PUEBLA,'0950,'02,C,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,-,-,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,0,693,20,TODOS ILEGIBLES O SIN DATO,0,F,aadcaf108f5c9a9774e0a53bdd24652346d678740f0486b2d7b6bfa8c8b1a0e2,03/06/2024 04:45:42,03/06/2024 06:04:23,03/06/2024 06:04:40,CATD,ESCANER,ACTA PREP
'210950C0300,'210950C03004,'21,PUEBLA,'115,PUEBLA,'0950,'03,C,'00,1,4,295,424,8,432,133,11,3,8,21,41,2,156,5,2,-,-,2,5,0,0,0,2,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,8,0,0,1,0,0,0,20,433,433,693,20, - ,1,F,8cef112ce9e2ab53b2a1d4205faa0b140c0b0a3571cb3b640c528b7b793886aa,03/06/2024 02:55:30,03/06/2024 04:12:35,03/06/2024 04:21:29,CATD,ESCANER,ACTA PREP
'210950C0400,'210950C04004,'21,PUEBLA,'115,PUEBLA,'0950,'04,C,'00,1,4,305,411,5,416,107,10,2,4,17,36,2,186,2,9,-,-,1,5,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,8,402,410,693,20, - ,1,F,f663f212d9bb59854ff7a7ac7b269fbaeba1db007e7b96cedceeadd677d948fa,03/06/2024 02:54:29,03/06/2024 04:11:30,03/06/2024 04:18:30,CATD,ESCANER,ACTA PREP
'210950C0500,'210950C05004,'21,PUEBLA,'115,PUEBLA,'0950,'05,C,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,110,18,1,6,22,27,1,190,1,3,-,-,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,11,SIN DATO,409,693,20, - ,1,F,77339a3d52456498d0582b48fba2b5b923c0d65d109610791176604bdc1ffb62,03/06/2024 02:52:51,03/06/2024 04:09:36,03/06/2024 04:17:29,CATD,ESCANER,ACTA PREP
'210951B0100,'210951B01004,'21,PUEBLA,'115,PUEBLA,'0951,'01,B,'00,1,4,761,418,6,424,117,14,2,14,23,29,0,172,6,2,-,-,2,4,0,0,0,4,0,0,0,0,0,3,1,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,13,392,423,732,20, - ,1,F,8ce1ab8d771956874360c6d2491f752b34f7133130e83c7b4d07fd798178839c,03/06/2024 08:20:19,03/06/2024 08:57:31,03/06/2024 09:26:10,CATD,ESCANER,ACTA PREP
'210951C0100,'210951C01004,'21,PUEBLA,'115,PUEBLA,'0951,'01,C,'00,1,4,302,456,8,464,135,12,1,18,20,18,5,180,2,4,-,-,13,0,0,0,3,3,0,0,0,0,12,4,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,12,0,1,1,0,0,0,0,0,0,13,467,467,732,20, - ,1,F,d599386f49c3472fdcfd047c3ba150a09020fe4b3063e09851e1c7c7fd3a72c8,03/06/2024 08:21:30,03/06/2024 08:55:47,03/06/2024 08:59:38,CATD,ESCANER,ACTA PREP
'210951C0200,'210951C02004,'21,PUEBLA,'115,PUEBLA,'0951,'02,C,'00,1,4,295,466,3,764,138,13,5,15,27,20,1,208,5,5,-,-,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,ILEGIBLE,0,0,0,11,SIN DATO,469,731,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b48a963415abe103f24f2e1bc1af9c28650a5a61074a60263b7edbf29393910a,03/06/2024 08:23:15,03/06/2024 08:59:14,03/06/2024 09:33:02,CATD,ESCANER,ACTA PREP
'210951C0300,'210951C03004,'21,PUEBLA,'115,PUEBLA,'0951,'03,C,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,731,20,-,-,-,-,-,-,-,-,-,-
'210951C0400,'210951C04004,'21,PUEBLA,'115,PUEBLA,'0951,'04,C,'00,1,4,336,425,8,433,111,22,1,9,16,17,0,191,7,5,-,-,6,6,0,0,0,5,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,10,0,0,3,0,0,0,0,0,0,12,6,447,731,20, - ,1,F,f35e674b4fbf249dfa38a6e51bbc67c4a237932b72e49772e2f85285c360c482,03/06/2024 08:25:32,03/06/2024 09:00:21,03/06/2024 09:28:16,CATD,ESCANER,ACTA PREP
'210952B0100,'210952B01004,'21,PUEBLA,'115,PUEBLA,'0952,'01,B,'00,1,4,289,379,3,382,106,7,5,5,15,27,1,178,0,1,-,-,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,10,382,377,620,20, - ,1,F,824713bc5f0feb06180644e34cd12b0027dec18c154348d3d027c482e61f9591,03/06/2024 04:06:40,03/06/2024 05:29:12,03/06/2024 05:46:44,CATD,ESCANER,ACTA PREP
'210952C0100,'210952C01004,'21,PUEBLA,'115,PUEBLA,'0952,'01,C,'00,1,4,231,413,10,423,108,16,4,10,22,29,1,166,5,1,-,-,1,7,1,0,0,2,1,0,0,0,0,7,4,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,14,SIN DATO,414,619,20, - ,1,F,7adb5b21a850b55519a42373d624c1aafb9e98cc31676b08035385d6a5833fdc,03/06/2024 04:16:41,03/06/2024 05:39:27,03/06/2024 05:58:59,CATD,ESCANER,ACTA PREP
'210952C0200,'210952C02004,'21,PUEBLA,'115,PUEBLA,'0952,'02,C,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,-,-,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,SIN DATO,0,619,20,TODOS ILEGIBLES O SIN DATO,0,F,5f62632de7bc083662fa3c5e2bc0b1ca007d645f8f95ac12ae9afddf3a9f2ee5,03/06/2024 04:15:01,03/06/2024 05:37:39,03/06/2024 05:56:14,CATD,ESCANER,ACTA PREP
'210953B0100,'210953B01004,'21,PUEBLA,'115,PUEBLA,'0953,'01,B,'00,1,4,255,399,7,406,120,19,2,7,33,31,2,144,3,4,-,-,3,3,0,0,0,2,0,0,0,0,0,3,2,0,1,1,0,9,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,9,SIN DATO,406,627,20, - ,1,F,1c2d0189b57e8096e15f07178cb7ed96cbdb7ce181d8b777cf1001ce9d519cb8,03/06/2024 01:52:37,03/06/2024 02:06:28,03/06/2024 02:12:29,CASILLA,MOVIL,ACTA PREP
'210953C0100,'210953C01004,'21,PUEBLA,'115,PUEBLA,'0953,'01,C,'00,1,4,228,421,12,433,139,15,0,9,23,28,3,162,2,1,-,-,4,7,0,1,1,5,1,1,0,0,0,0,2,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,15,430,430,627,20, - ,1,F,52e5701ad6a65d632c98794d2d4c4a5ee3adc92c6582e0bc749f6e2d42443441,03/06/2024 04:24:40,03/06/2024 04:26:43,03/06/2024 04:30:42,CATD,ESCANER,ACTA PREP
'210954B0100,'210954B01004,'21,PUEBLA,'115,PUEBLA,'0954,'01,B,'00,1,4,199,336,8,344,90,12,2,5,13,14,2,157,0,4,-,-,3,7,0,0,0,0,0,0,0,0,0,2,4,1,0,1,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,344,341,509,20, - ,1,F,fb80bd2110789afb185d6897bbf4714eafa9cbedd21457289bc5e6a08e51105c,03/06/2024 02:10:16,03/06/2024 02:30:40,03/06/2024 02:56:33,CASILLA,MOVIL,ACTA PREP
'210954C0100,'210954C01004,'21,PUEBLA,'115,PUEBLA,'0954,'01,C,'00,1,4,172,365,6,371,107,26,1,7,16,17,0,147,3,1,-,-,5,7,0,0,0,4,0,0,0,0,0,3,1,1,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,187,371,543,509,20,EXCEDE LISTA NOMINAL,0,F,f54a69ad64216ba8f2744557ee876d7ff533ab5c434fa770d5733ace77fdf878,03/06/2024 01:26:47,03/06/2024 01:31:59,03/06/2024 02:03:03,CASILLA,MOVIL,ACTA PREP
'210955B0100,'210955B01004,'21,PUEBLA,'115,PUEBLA,'0955,'01,B,'00,1,4,170,301,5,306,80,13,3,8,19,15,0,134,2,1,-,-,4,3,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,306,306,442,20, - ,1,F,b6304feaafb9007bda81681f7819b268b870711c414bb8f06f3dd50c2a2973ed,03/06/2024 03:49:50,03/06/2024 05:07:55,03/06/2024 05:12:47,CATD,ESCANER,ACTA PREP
'210955C0100,'210955C01004,'21,PUEBLA,'115,PUEBLA,'0955,'01,C,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,63,15,0,6,10,17,0,128,3,1,-,-,1,3,0,0,0,1,0,0,0,0,0,6,3,1,1,0,1,9,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,1,1,0,SIN DATO,10,SIN DATO,288,441,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6401aff40db6765c916eb529a3313e6d9bbed73e03b197f2ce81b8f7cc9b7509,03/06/2024 03:55:21,03/06/2024 05:14:43,03/06/2024 05:17:24,CATD,ESCANER,ACTA PREP
'210956B0100,'210956B01004,'21,PUEBLA,'115,PUEBLA,'0956,'01,B,'00,1,4,224,457,8,465,148,18,5,10,14,23,1,182,5,6,-,-,4,8,1,0,0,4,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,1,4,0,0,0,0,0,0,9,SIN DATO,459,655,20, - ,1,F,2b5932e9b33c6be5d499dd3bc2d4398aca2cc5f59878156787bc0cb91072c500,03/06/2024 05:00:42,03/06/2024 06:18:16,03/06/2024 06:20:51,CATD,ESCANER,ACTA PREP
'210956C0100,'210956C01004,'21,PUEBLA,'115,PUEBLA,'0956,'01,C,'00,1,4,220,467,2,469,142,17,7,15,18,28,0,186,4,2,-,-,6,8,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,8,0,0,0,0,1,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,12,469,470,655,20, - ,1,F,c114d830834eea77d11a22793231c831bd2ee471ff38d73dba32de57af23698a,03/06/2024 05:04:43,03/06/2024 06:19:52,03/06/2024 06:30:50,CATD,ESCANER,ACTA PREP
'210957B0100,'210957B01004,'21,PUEBLA,'115,PUEBLA,'0957,'01,B,'00,1,4,151,407,5,412,192,11,5,5,12,22,0,117,5,2,-,-,3,11,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,12,410,410,529,20, - ,1,F,9d80392810aaf1596c6a7ff867a495d4976cb35c39648b9150761b656d788d0f,02/06/2024 22:33:33,02/06/2024 22:35:40,02/06/2024 22:39:21,CASILLA,MOVIL,ACTA PREP
'210957C0100,'210957C01004,'21,PUEBLA,'115,PUEBLA,'0957,'01,C,'00,1,4,161,396,6,402,195,20,5,4,12,33,1,104,2,3,-,-,5,4,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4,404,404,529,20, - ,1,F,4e41261a6786b7b76d5e38e14d650d9270c64a66454d4872709efeca8f1ae2cc,02/06/2024 23:01:22,02/06/2024 23:02:26,02/06/2024 23:09:02,CASILLA,MOVIL,ACTA PREP
'210958B0100,'210958B01004,'21,PUEBLA,'115,PUEBLA,'0958,'01,B,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,-,-,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,0,663,20,TODOS ILEGIBLES O SIN DATO,0,F,157d7e5beb34561090028f26aa42b60b1d9be63afaa64840dab715c7dab0524b,03/06/2024 07:10:39,03/06/2024 08:15:16,03/06/2024 08:15:48,CATD,ESCANER,ACTA PREP
'210958C0100,'210958C01004,'21,PUEBLA,'115,PUEBLA,'0958,'01,C,'00,1,4,226,462,7,469,237,25,3,5,8,18,0,124,1,4,-,-,5,9,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,469,469,662,20, - ,1,F,83ccd9577adba6ac2c19415eb89c979f4598556e694d8cf6992b1a973b7aedde,03/06/2024 06:59:08,03/06/2024 08:14:29,03/06/2024 08:17:14,CATD,ESCANER,ACTA PREP
'210959B0100,'210959B01004,'21,PUEBLA,'115,PUEBLA,'0959,'01,B,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,503,20,-,-,-,-,-,-,-,-,-,-
'210959C0100,'210959C01004,'21,PUEBLA,'115,PUEBLA,'0959,'01,C,'00,1,4,184,345,7,352,154,14,0,7,12,13,0,122,2,0,-,-,4,3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,352,352,502,20, - ,1,F,9ae7d111648334f4f4887a9c22b4de1653d3da81e46d2bd772a8af0ed0b5a324,03/06/2024 03:15:28,03/06/2024 04:31:17,03/06/2024 04:32:21,CATD,ESCANER,ACTA PREP
'210960B0100,'210960B01004,'21,PUEBLA,'115,PUEBLA,'0960,'01,B,'00,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,433,20,-,-,-,-,-,-,-,-,-,-
'210960C0100,'210960C01004,'21,PUEBLA,'115,PUEBLA,'0960,'01,C,'00,1,4,140,318,8,326,136,20,1,7,11,15,0,100,3,1,-,-,10,3,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,326,326,432,20, - ,1,F,df62d5f2a14a18a69a31c2d00aed0606c3d4f8b81dae1fc2d644d25c93f77c35,03/06/2024 04:53:24,03/06/2024 06:11:05,03/06/2024 06:45:40,CATD,ESCANER,ACTA PREP
'210961B0100,'210961B01004,'21,PUEBLA,'115,PUEBLA,'0961,'01,B,'00,1,4,229,464,3,467,150,14,4,13,10,29,0,201,2,0,-,-,2,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,1,0,1,0,0,1,0,0,4,0,0,0,0,0,0,14,465,465,663,20, - ,1,F,d9a27f5b024fbd204dc59570a063ecdcd3650101e7eb4be4481ced382d9d0a94,03/06/2024 04:50:07,03/06/2024 06:08:55,03/06/2024 06:35:00,CATD,ESCANER,ACTA PREP
'210961C0100,'210961C01004,'21,PUEBLA,'115,PUEBLA,'0961,'01,C,'00,1,4,224,471,6,477,131,19,2,17,17,25,2,203,2,1,-,-,3,6,2,0,0,2,0,0,0,0,0,5,1,0,0,2,0,11,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,13,477,473,663,20, - ,1,F,e486278892a33cb044b89ff352f02e83f9556d3d715cbf9032336a02479418ef,03/06/2024 04:47:38,03/06/2024 06:07:49,03/06/2024 06:09:20,CATD,ESCANER,ACTA PREP
'210962B0100,'210962B01004,'21,PUEBLA,'115,PUEBLA,'0962,'01,B,'00,1,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,-,-,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,SIN DATO,0,510,20,TODOS ILEGIBLES O SIN DATO,0,F,9bd36ad6a6fa237beceb9034b8563c31b767ae79425ca510f3b2c97b2e1a00e7,03/06/2024 07:02:18,03/06/2024 08:10:25,03/06/2024 08:10:43,CATD,ESCANER,ACTA PREP
'210962C0100,'210962C01004,'21,PUEBLA,'115,PUEBLA,'0962,'01,C,'00,1,4,230,308,6,314,82,8,4,9,12,17,0,134,3,1,-,-,4,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,13,314,314,510,20, - ,1,F,96e22802692afa4751e4b237d55b9f96886e4ca68ec652464d3b9f28217f377d,03/06/2024 07:17:02,03/06/2024 08:22:25,03/06/2024 08:30:45,CATD,ESCANER,ACTA PREP
'210963B0100,'210963B01004,'21,PUEBLA,'115,PUEBLA,'0963,'01,B,'00,1,4,323,433,7,440,165,27,4,10,10,25,0,158,0,2,-,-,4,8,1,SIN DATO,SIN DATO,3,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,2,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,4,SIN DATO,SIN DATO,SIN DATO,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,2,2,SIN DATO,1,1,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,9,441,441,730,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9c09c504a22e5be2c16d9c5442bf589aee0250a5a6539d2257ca5efe05f5b0f7,03/06/2024 00:57:16,03/06/2024 00:59:40,03/06/2024 01:01:04,CASILLA,MOVIL,ACTA PREP
'210964B0100,'210964B01004,'21,PUEBLA,'115,PUEBLA,'0964,'01,B,'00,1,4,187,335,4,339,130,15,5,6,6,26,1,25,1,1,-,-,4,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,339,238,492,20, - ,1,F,22dc0a215d69c11c7277ef0be94d6ea87bb56c634a919535c6546a406b5a209a,03/06/2024 07:12:48,03/06/2024 08:18:27,03/06/2024 08:23:35,CATD,ESCANER,ACTA PREP
'210965B0100,'210965B01004,'21,PUEBLA,'115,PUEBLA,'0965,'01,B,'00,1,4,230,309,5,314,94,9,2,6,14,17,0,123,3,3,-,-,1,4,0,0,0,5,1,0,0,0,0,4,1,0,0,1,2,8,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,9,310,310,512,20, - ,1,F,2a25165a650feda4d1c1e3330252837d0edb539b41f1163626b2792ccbb33133,02/06/2024 23:38:28,02/06/2024 23:40:09,03/06/2024 01:12:51,CASILLA,MOVIL,ACTA PREP
'210966B0100,'210966B01004,'21,PUEBLA,'115,PUEBLA,'0966,'01,B,'00,1,4,112,158,7,165,48,8,1,3,13,6,0,56,0,0,-,-,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7,165,155,243,20, - ,1,F,dd08a6ca7f7dcb1e34c6ba3eebfb3a302d64830ef24e8efc7d689bf57094d9e3,03/06/2024 00:04:56,03/06/2024 00:06:06,03/06/2024 00:09:32,CASILLA,MOVIL,ACTA PREP
